,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,Average,Ticker
0,0,2014-06-16,64.204285,64.21285999999999,62.139999,62.882858,62.882858,30530500,63.1764295,NFLX
1,1,2014-06-23,62.765713,64.27714499999999,61.904285,63.154285,63.154285,76617100,63.090714999999996,NFLX
2,2,2014-06-30,63.265713,67.98143,62.812859,67.478569,67.478569,77253400,65.3971445,NFLX
3,3,2014-07-07,67.442856,67.461426,61.171429,62.851429,62.851429,104098400,64.3164275,NFLX
4,4,2014-07-14,63.328571,65.099998,62.25,63.452858,63.452858,69405000,63.674999,NFLX
5,5,2014-07-21,64.52714499999999,65.35714,59.860001,60.265713,60.265713,139344800,62.6085705,NFLX
6,6,2014-07-28,60.315716,62.184284,58.93,60.771427,60.771427,69274100,60.557142,NFLX
7,7,2014-08-04,61.028572,64.424286,60.044285,63.692856000000006,63.692856000000006,79984100,62.2342855,NFLX
8,8,2014-08-11,64.174286,66.0,63.344284,65.584282,65.584282,61863200,64.67214200000001,NFLX
9,9,2014-08-18,66.00856800000001,68.507141,65.89286,68.455711,68.455711,62039600,67.2000005,NFLX
10,10,2014-08-25,68.792854,69.328575,67.25856800000001,68.23428299999999,68.23428299999999,51439500,68.29357150000001,NFLX
11,11,2014-09-01,68.35714,69.657143,67.152855,67.954285,67.954285,48937700,68.404999,NFLX
12,12,2014-09-08,67.771431,69.898575,67.742859,68.078575,68.078575,57801800,68.820717,NFLX
13,13,2014-09-15,68.220001,68.220001,63.65714300000001,65.360001,65.360001,82180000,65.93857200000001,NFLX
14,14,2014-09-22,65.181427,65.278572,62.697144,64.10714,64.10714,57437100,63.987858,NFLX
15,15,2014-09-29,63.438572,65.800003,62.470001,65.648575,65.648575,71145900,64.135002,NFLX
16,16,2014-10-06,66.0,66.855713,64.482857,64.58285500000001,64.58285500000001,75840100,65.669285,NFLX
17,17,2014-10-13,64.464287,64.638573,47.285713,51.012856,51.012856,268357600,55.962143,NFLX
18,18,2014-10-20,50.857143,55.285713,50.777142,55.00285699999999,55.00285699999999,119618800,53.0314275,NFLX
19,19,2014-10-27,54.842857,56.25285699999999,53.514286,56.110001,56.110001,70252700,54.883571499999995,NFLX
20,20,2014-11-03,56.175713,56.50285699999999,53.77,54.880001,54.880001,61912200,55.136428499999994,NFLX
21,21,2014-11-10,54.714287,56.299999,53.862858,55.148571,55.148571,56987000,55.0814285,NFLX
22,22,2014-11-17,55.054287,55.64285699999999,51.357143,51.468571,51.468571,74965100,53.5,NFLX
23,23,2014-11-24,51.508572,51.922855,49.142857,49.512856,49.512856,62730500,50.532855999999995,NFLX
24,24,2014-12-01,49.285713,51.13571500000001,48.234287,50.131428,50.131428,61839400,49.68500100000001,NFLX
25,25,2014-12-08,49.881428,49.982857,46.98,47.782856,47.782856,69533100,48.4814285,NFLX
26,26,2014-12-15,48.055714,48.92857,45.077145,48.58857,48.58857,79846900,47.002857500000005,NFLX
27,27,2014-12-22,48.542858,49.484287,47.472858,48.578571,48.578571,30543800,48.4785725,NFLX
28,28,2014-12-29,47.970001,50.331429,47.652859,49.848572,49.848572,18757000,48.992143999999996,NFLX
29,29,2015-01-05,49.258572,49.258572,45.66143,47.041428,47.041428,9032700,47.460001000000005,NFLX
30,30,2015-01-12,47.09,48.25,45.264286,48.191429,48.191429,11842800,46.757143,NFLX
31,31,2015-01-19,48.57143,62.742859,47.714287,62.494286,62.494286,23060500,55.228573,NFLX
32,32,2015-01-26,62.57143000000001,65.339996,61.95714200000001,63.114285,63.114285,14108200,63.64856900000001,NFLX
33,33,2015-02-02,62.842857,65.46714,61.95571500000001,63.48,63.48,9282000,63.711427500000006,NFLX
34,34,2015-02-09,63.19857,66.629997,62.637142,66.585716,66.585716,8425500,64.6335695,NFLX
35,35,2015-02-16,66.51571700000001,68.714287,65.944283,68.314285,68.314285,14845700,67.329285,NFLX
36,36,2015-02-23,68.300003,69.5,67.14286,67.844284,67.844284,6331300,68.32142999999999,NFLX
37,37,2015-03-02,67.714287,68.60714,64.844284,64.87428299999999,64.87428299999999,8450300,66.725712,NFLX
38,38,2015-03-09,64.989998,65.092857,61.982857,62.628571,62.628571,11150400,63.537857,NFLX
39,39,2015-03-16,61.547142,61.785713,59.299999,61.185715,61.185715,12131700,60.542856,NFLX
40,40,2015-03-23,60.889999,63.098572,58.57285699999999,59.25285699999999,59.25285699999999,11150200,60.835714499999995,NFLX
41,41,2015-03-30,59.715714,60.564285,58.702858,59.154285,59.154285,7427900,59.6335715,NFLX
42,42,2015-04-06,58.76857,64.995712,58.464287,64.938568,64.938568,11265400,61.7299995,NFLX
43,43,2015-04-13,67.239998,82.14286,67.057144,81.650002,81.650002,76210600,74.60000199999999,NFLX
44,44,2015-04-20,81.785713,82.304283,78.955711,79.771431,79.771431,25432100,80.629997,NFLX
45,45,2015-04-27,80.292854,81.785713,78.894287,79.575714,79.575714,7582700,80.34,NFLX
46,46,2015-05-04,79.571426,82.442856,78.900002,82.085716,82.085716,10091100,80.671429,NFLX
47,47,2015-05-11,82.324287,88.34857199999998,82.185715,87.60714,87.60714,13271000,85.26714349999999,NFLX
48,48,2015-05-18,87.544289,89.785713,87.024284,88.83856999999998,88.83856999999998,9553400,88.4049985,NFLX
49,49,2015-05-25,88.87428299999998,90.205711,87.785713,89.15142800000002,89.15142800000002,5765300,88.995712,NFLX
50,50,2015-06-01,88.83714300000003,90.540001,87.944283,90.459999,90.459999,6482100,89.242142,NFLX
51,51,2015-06-08,90.714287,98.970001,88.995712,94.418571,94.418571,18169300,93.9828565,NFLX
52,52,2015-06-15,92.85714,96.418571,91.658569,93.871429,93.871429,10540000,94.03856999999999,NFLX
53,53,2015-06-22,95.042854,100.891426,93.08857,93.08857,93.08857,25919400,96.989998,NFLX
54,54,2015-06-29,91.505714,95.238571,91.117142,94.044289,94.044289,9601200,93.17785649999999,NFLX
55,55,2015-07-06,93.472855,98.502853,92.284286,97.228569,97.228569,12105700,95.3935695,NFLX
56,56,2015-07-13,98.098572,117.879997,97.050003,114.769997,114.769997,127059600,107.465,NFLX
57,57,2015-07-20,114.699997,114.699997,108.900002,109.339996,109.339996,63694700,111.7999995,NFLX
58,58,2015-07-27,107.790001,115.0,103.879997,114.309998,114.309998,59732400,109.4399985,NFLX
59,59,2015-08-03,114.599998,129.28999299999998,111.779999,123.519997,123.519997,108822000,120.53499599999999,NFLX
60,60,2015-08-10,126.089996,126.5,118.660004,123.389999,123.389999,62211000,122.58000200000001,NFLX
61,61,2015-08-17,123.139999,126.75,102.75,103.959999,103.959999,90004700,114.75,NFLX
62,62,2015-08-24,88.75,119.349998,85.5,117.629997,117.629997,191033500,102.424999,NFLX
63,63,2015-08-31,115.239998,117.0,97.339996,98.790001,98.790001,146434900,107.16999799999999,NFLX
64,64,2015-09-07,102.080002,102.790001,93.550003,97.510002,97.510002,117301800,98.17000200000001,NFLX
65,65,2015-09-14,96.839996,107.5,93.610001,102.620003,102.620003,113315500,100.5550005,NFLX
66,66,2015-09-21,103.300003,105.449997,96.779999,102.239998,102.239998,85224100,101.114998,NFLX
67,67,2015-09-28,101.57,106.870003,96.849998,106.110001,106.110001,90357400,101.8600005,NFLX
68,68,2015-10-05,107.480003,115.830002,102.599998,113.330002,113.330002,119404300,109.215,NFLX
69,69,2015-10-12,114.449997,115.419998,98.410004,98.989998,98.989998,133192900,106.915001,NFLX
70,70,2015-10-19,98.07,103.620003,96.260002,100.040001,100.040001,91785200,99.94000249999999,NFLX
71,71,2015-10-26,100.050003,110.099998,99.379997,108.379997,108.379997,62769400,104.7399975,NFLX
72,72,2015-11-02,109.199997,115.68,106.300003,114.059998,114.059998,66227700,110.9900015,NFLX
73,73,2015-11-09,113.360001,115.25,103.269997,103.650002,103.650002,74747800,109.2599985,NFLX
74,74,2015-11-16,102.970001,124.07,101.860001,123.839996,123.839996,113466300,112.9650005,NFLX
75,75,2015-11-23,124.300003,126.389999,120.029999,125.440002,125.440002,51688500,123.20999900000001,NFLX
76,76,2015-11-30,126.029999,132.199997,122.419998,130.929993,130.929993,97448200,127.30999750000001,NFLX
77,77,2015-12-07,131.190002,133.270004,118.599998,118.910004,118.910004,89274300,125.935001,NFLX
78,78,2015-12-14,119.769997,126.349998,114.660004,118.019997,118.019997,78853300,120.505001,NFLX
79,79,2015-12-21,119.510002,119.589996,114.860001,117.330002,117.330002,34196600,117.2249985,NFLX
80,80,2015-12-28,117.260002,119.599998,113.849998,114.379997,114.379997,33988200,116.724998,NFLX
81,81,2016-01-04,109.0,122.18,104.959999,111.389999,111.389999,123208900,113.5699995,NFLX
82,82,2016-01-11,112.129997,117.779999,101.209999,104.040001,104.040001,105360700,109.494999,NFLX
83,83,2016-01-18,106.57,110.139999,97.050003,100.720001,100.720001,146581500,103.595001,NFLX
84,84,2016-01-25,99.779999,102.68,90.110001,91.839996,91.839996,112928200,96.39500050000001,NFLX
85,85,2016-02-01,91.790001,97.18,81.860001,82.790001,82.790001,114041700,89.52000050000001,NFLX
86,86,2016-02-08,80.57,92.209999,79.949997,87.400002,87.400002,114892500,86.07999799999999,NFLX
87,87,2016-02-15,89.0,94.900002,87.540001,89.230003,89.230003,66634900,91.2200015,NFLX
88,88,2016-02-22,90.75,97.480003,86.699997,94.790001,94.790001,79867100,92.09,NFLX
89,89,2016-02-29,94.809998,102.220001,93.339996,101.580002,101.580002,88532900,97.7799985,NFLX
90,90,2016-03-07,101.0,101.790001,94.5,97.660004,97.660004,83044600,98.14500050000001,NFLX
91,91,2016-03-14,97.199997,102.410004,96.43,101.120003,101.120003,62852700,99.42000200000001,NFLX
92,92,2016-03-21,101.150002,102.099998,97.07,98.360001,98.360001,37633000,99.584999,NFLX
93,93,2016-03-28,98.339996,105.790001,97.82,105.699997,105.699997,67017700,101.8050005,NFLX
94,94,2016-04-04,105.900002,106.440002,102.82,103.809998,103.809998,49219700,104.630001,NFLX
95,95,2016-04-11,104.040001,111.849998,102.209999,111.510002,111.510002,57741800,107.0299985,NFLX
96,96,2016-04-18,109.900002,110.699997,93.139999,95.900002,95.900002,145069500,101.91999799999999,NFLX
97,97,2016-04-25,95.699997,95.75,88.209999,90.029999,90.029999,67978100,91.97999949999999,NFLX
98,98,2016-05-02,90.410004,93.25,88.110001,90.839996,90.839996,51300100,90.6800005,NFLX
99,99,2016-05-09,90.730003,93.25,85.739998,87.879997,87.879997,64380300,89.494999,NFLX
100,100,2016-05-16,87.559998,93.279999,86.150002,92.489998,92.489998,63244200,89.7150005,NFLX
101,101,2016-05-23,92.980003,104.0,92.849998,103.300003,103.300003,77235100,98.424999,NFLX
102,102,2016-05-30,102.949997,103.449997,98.529999,99.589996,99.589996,34323000,100.989998,NFLX
103,103,2016-06-06,100.290001,101.629997,93.279999,93.75,93.75,44558400,97.454998,NFLX
104,104,2016-06-13,95.019997,97.199997,93.25,94.449997,94.449997,46237700,95.2249985,NFLX
105,105,2016-06-20,95.220001,95.879997,87.209999,88.440002,88.440002,55748400,91.54499799999999,NFLX
106,106,2016-06-27,87.879997,97.0,84.809998,96.669998,96.669998,62229400,90.904999,NFLX
107,107,2016-07-04,95.199997,101.269997,93.18,97.059998,97.059998,60418700,97.2249985,NFLX
108,108,2016-07-11,96.190002,98.699997,94.089996,98.389999,98.389999,52589400,96.39499649999999,NFLX
109,109,2016-07-18,98.43,99.839996,84.5,85.889999,85.889999,135323900,92.16999799999999,NFLX
110,110,2016-07-25,85.730003,93.099998,85.010002,91.25,91.25,55572500,89.055,NFLX
111,111,2016-08-01,91.230003,97.739998,90.5,97.029999,97.029999,51925200,94.119999,NFLX
112,112,2016-08-08,95.910004,96.830002,92.949997,96.589996,96.589996,40950300,94.88999949999999,NFLX
113,113,2016-08-15,96.830002,97.220001,94.400002,95.870003,95.870003,36127000,95.8100015,NFLX
114,114,2016-08-22,95.669998,98.25,94.910004,97.580002,97.580002,34786800,96.58000200000001,NFLX
115,115,2016-08-29,96.970001,98.849998,96.57,97.379997,97.379997,27152600,97.709999,NFLX
116,116,2016-09-05,97.760002,100.32,96.5,96.5,96.5,28076100,98.41,NFLX
117,117,2016-09-12,95.910004,99.489998,95.330002,99.480003,99.480003,42726100,97.41,NFLX
118,118,2016-09-19,99.900002,100.349998,93.260002,95.940002,95.940002,50782300,96.805,NFLX
119,119,2016-09-26,95.379997,99.529999,94.040001,98.550003,98.550003,39679900,96.785,NFLX
120,120,2016-10-03,98.0,106.970001,98.0,104.82,104.82,55677700,102.4850005,NFLX
121,121,2016-10-10,103.18,104.529999,97.629997,101.470001,101.470001,40988900,101.079998,NFLX
122,122,2016-10-17,100.5,127.849998,98.379997,127.5,127.5,123950100,113.1149975,NFLX
123,123,2016-10-24,127.419998,129.28999299999998,125.75,126.57,126.57,46828500,127.51999649999999,NFLX
124,124,2016-10-31,126.849998,126.900002,121.620003,122.029999,122.029999,28431600,124.2600025,NFLX
125,125,2016-11-07,124.260002,125.809998,113.110001,114.779999,114.779999,48999100,119.4599995,NFLX
126,126,2016-11-14,114.75,116.809998,110.68,115.209999,115.209999,36273100,113.744999,NFLX
127,127,2016-11-21,116.199997,119.459999,116.190002,117.410004,117.410004,20205400,117.8250005,NFLX
128,128,2016-11-28,117.050003,120.980003,113.949997,120.809998,120.809998,37666800,117.465,NFLX
129,129,2016-12-05,120.730003,126.349998,118.400002,122.879997,122.879997,41032700,122.375,NFLX
130,130,2016-12-12,122.839996,127.43,122.300003,124.220001,124.220001,30790300,124.8650015,NFLX
131,131,2016-12-19,124.300003,127.739998,122.870003,125.589996,125.589996,21482700,125.3050005,NFLX
132,132,2016-12-26,126.239998,129.070007,123.599998,123.800003,123.800003,17576500,126.3350025,NFLX
133,133,2017-01-02,124.959999,133.880005,124.309998,131.070007,131.070007,38124900,129.0950015,NFLX
134,134,2017-01-09,131.479996,133.929993,128.5,133.699997,133.699997,33271700,131.21499649999998,NFLX
135,135,2017-01-16,135.03999299999998,143.46000700000005,131.059998,138.600006,138.600006,61052600,137.26000250000004,NFLX
136,136,2017-01-23,138.649994,142.490005,137.029999,142.449997,142.449997,36788900,139.760002,NFLX
137,137,2017-01-30,141.770004,142.410004,138.800003,140.25,140.25,25542500,140.6050035,NFLX
138,138,2017-02-06,140.0,145.300003,139.160004,144.820007,144.820007,29739700,142.2300035,NFLX
139,139,2017-02-13,145.190002,145.949997,140.050003,142.220001,142.220001,25890100,143.0,NFLX
140,140,2017-02-20,142.990005,144.490005,141.520004,143.25,143.25,15024200,143.00500449999998,NFLX
141,141,2017-02-27,143.119995,143.919998,138.259995,139.139999,139.139999,23459900,141.08999649999998,NFLX
142,142,2017-03-06,141.0,142.839996,139.740005,140.889999,140.889999,21413800,141.29000050000002,NFLX
143,143,2017-03-13,140.899994,146.5,140.320007,145.110001,145.110001,27137700,143.41000350000002,NFLX
144,144,2017-03-20,145.449997,147.699997,140.759995,142.020004,142.020004,24836900,144.229996,NFLX
145,145,2017-03-27,140.830002,148.28999299999995,140.0,147.809998,147.809998,21614000,144.1449965,NFLX
146,146,2017-04-03,146.699997,148.009995,142.71000700000005,143.110001,143.110001,19938700,145.360001,NFLX
147,147,2017-04-10,143.03999299999995,145.740005,141.21000700000005,142.919998,142.919998,18501700,143.475006,NFLX
148,148,2017-04-17,144.429993,147.399994,138.660004,142.869995,142.869995,62503800,143.02999899999998,NFLX
149,149,2017-04-24,143.610001,153.520004,143.399994,152.199997,152.199997,48825000,148.45999899999998,NFLX
150,150,2017-05-01,151.910004,158.589996,151.610001,156.600006,156.600006,29271600,155.09999850000003,NFLX
151,151,2017-05-08,156.550003,161.100006,155.300003,160.809998,160.809998,26370000,158.2000045,NFLX
152,152,2017-05-15,160.25,161.779999,153.0,157.020004,157.020004,27515600,157.3899995,NFLX
153,153,2017-05-22,157.860001,164.100006,156.429993,162.429993,162.429993,23481100,160.2649995,NFLX
154,154,2017-05-29,163.600006,165.360001,160.740005,165.179993,165.179993,18312900,163.050003,NFLX
155,155,2017-06-05,165.490005,166.869995,154.5,158.029999,158.029999,25597600,160.6849975,NFLX
156,156,2017-06-12,155.300003,155.679993,147.300003,152.380005,152.380005,43290400,151.489998,NFLX
157,157,2017-06-19,154.28999299999995,158.190002,151.399994,158.020004,158.020004,27246400,154.794998,NFLX
158,158,2017-06-26,158.779999,159.970001,148.0,149.410004,149.410004,31386000,153.9850005,NFLX
159,159,2017-07-03,149.800003,150.75,144.25,150.179993,150.179993,19583800,147.5,NFLX
160,160,2017-07-10,150.339996,161.350006,149.649994,161.119995,161.119995,30990300,155.5,NFLX
161,161,2017-07-17,162.910004,191.5,160.020004,188.539993,188.539993,93613000,175.760002,NFLX
162,162,2017-07-24,188.690002,190.25,179.380005,184.039993,184.039993,36074000,184.8150025,NFLX
163,163,2017-07-31,184.259995,184.970001,177.809998,180.270004,180.270004,24886400,181.3899995,NFLX
164,164,2017-08-07,181.0,182.270004,167.600006,171.399994,171.399994,35099700,174.935005,NFLX
165,165,2017-08-14,169.800003,172.449997,165.720001,166.53999299999995,166.53999299999995,32741700,169.08499899999998,NFLX
166,166,2017-08-21,166.910004,171.240005,164.229996,165.949997,165.949997,25425000,167.7350005,NFLX
167,167,2017-08-28,166.429993,176.479996,164.729996,174.740005,174.740005,27066900,170.604996,NFLX
168,168,2017-09-04,173.399994,180.389999,172.440002,176.419998,176.419998,23959000,176.4150005,NFLX
169,169,2017-09-11,178.100006,185.330002,178.029999,182.350006,182.350006,27091700,181.6800005,NFLX
170,170,2017-09-18,183.610001,189.949997,182.729996,187.350006,187.350006,27579100,186.33999649999998,NFLX
171,171,2017-09-25,186.460007,186.550003,176.550003,181.350006,181.350006,28985100,181.550003,NFLX
172,172,2017-10-02,182.110001,198.919998,176.580002,198.020004,198.020004,55295900,187.75,NFLX
173,173,2017-10-09,199.100006,200.820007,192.100006,199.490005,199.490005,39490300,196.46000650000002,NFLX
174,174,2017-10-16,201.949997,204.380005,191.160004,194.160004,194.160004,70234600,197.7700045,NFLX
175,175,2017-10-23,194.169998,200.649994,191.029999,199.539993,199.539993,32678800,195.83999649999998,NFLX
176,176,2017-10-30,199.619995,201.100006,195.220001,200.009995,200.009995,23260700,198.16000350000002,NFLX
177,177,2017-11-06,200.0,202.479996,189.5,192.020004,192.020004,29148300,195.989998,NFLX
178,178,2017-11-13,191.119995,197.699997,191.0,193.199997,193.199997,21845300,194.3499985,NFLX
179,179,2017-11-20,193.300003,197.520004,191.899994,195.75,195.75,16670700,194.70999899999998,NFLX
180,180,2017-11-27,195.559998,199.679993,184.320007,186.820007,186.820007,37243500,192.0,NFLX
181,181,2017-12-04,189.360001,189.720001,178.380005,188.539993,188.539993,29990400,184.050003,NFLX
182,182,2017-12-11,187.850006,192.639999,184.820007,190.119995,190.119995,29352900,188.730003,NFLX
183,183,2017-12-18,191.199997,191.649994,185.259995,189.940002,189.940002,27198100,188.4549945,NFLX
184,184,2017-12-25,189.779999,194.490005,185.220001,191.960007,191.960007,22342800,189.855003,NFLX
185,185,2018-01-01,196.100006,210.020004,195.419998,209.990005,209.990005,32621100,202.720001,NFLX
186,186,2018-01-08,210.020004,222.550003,206.910004,221.229996,221.229996,33516500,214.7300035,NFLX
187,187,2018-01-15,224.240005,226.070007,216.320007,220.460007,220.460007,41327400,221.195007,NFLX
188,188,2018-01-22,222.0,274.600006,221.199997,274.600006,274.600006,89119200,247.9000015,NFLX
189,189,2018-01-29,274.200012,286.809998,262.709991,267.429993,267.429993,60500300,274.7599945,NFLX
190,190,2018-02-05,262.0,272.450012,236.110001,249.470001,249.470001,59687000,254.2800065,NFLX
191,191,2018-02-12,252.139999,281.959991,249.0,278.519989,278.519989,45434200,265.4799955,NFLX
192,192,2018-02-19,277.73999,286.640015,274.450012,285.929993,285.929993,33333400,280.5450135,NFLX
193,193,2018-02-26,288.75,301.179993,283.230011,301.049988,301.049988,52616000,292.20500200000004,NFLX
194,194,2018-03-05,302.850006,331.440002,297.600006,331.440002,331.440002,80484400,314.520004,NFLX
195,195,2018-03-12,333.559998,333.980011,313.2799990000001,318.450012,318.450012,56738100,323.63000500000004,NFLX
196,196,2018-03-19,315.799988,319.5,300.359985,300.940002,300.940002,38774200,309.9299925,NFLX
197,197,2018-03-26,309.359985,322.899994,275.899994,295.350006,295.350006,62175300,299.399994,NFLX
198,198,2018-04-02,291.940002,299.160004,271.220001,288.850006,288.850006,61114700,285.1900025,NFLX
199,199,2018-04-09,291.769989,317.48999,289.119995,311.649994,311.649994,57687500,303.3049925,NFLX
200,200,2018-04-16,315.98999,338.820007,304.0,327.769989,327.769989,82993000,321.4100035,NFLX
201,201,2018-04-23,329.149994,331.220001,292.619995,311.76001,311.76001,54122000,311.919998,NFLX
202,202,2018-04-30,311.070007,320.980011,305.730011,320.089996,320.089996,32167800,313.355011,NFLX
203,203,2018-05-07,321.98999,332.059998,319.339996,326.459991,326.459991,27378900,325.699997,NFLX
204,204,2018-05-14,327.25,330.5,322.429993,324.179993,324.179993,21021000,326.4649965,NFLX
205,205,2018-05-21,327.109985,354.359985,325.450012,351.290009,351.290009,45199300,339.90499850000003,NFLX
206,206,2018-05-28,351.5,359.98999,346.709991,359.929993,359.929993,29437400,353.3499905,NFLX
207,207,2018-06-04,362.679993,369.829987,355.51001,360.570007,360.570007,37256000,362.6699985,NFLX
208,208,2018-06-11,361.880005,398.859985,360.910004,391.980011,391.980011,55132600,379.8849945,NFLX
209,209,2018-06-18,387.720001,423.209991,386.5,411.089996,411.089996,68835000,404.8549955,NFLX
210,210,2018-06-25,404.690002,411.589996,378.75,391.429993,391.429993,75695900,395.16999799999996,NFLX
211,211,2018-07-02,385.450012,408.649994,380.0,408.25,408.25,30501300,394.324997,NFLX
212,212,2018-07-09,415.950012,419.769989,395.079987,395.799988,395.799988,58686600,407.424988,NFLX
213,213,2018-07-16,398.980011,403.359985,344.0,361.049988,361.049988,135092100,373.6799925,NFLX
214,214,2018-07-23,359.149994,367.399994,351.649994,355.209991,355.209991,48767700,359.524994,NFLX
215,215,2018-07-30,351.929993,352.0299990000001,328.0,343.089996,343.089996,56116300,340.01499950000004,NFLX
216,216,2018-08-06,342.869995,357.309998,341.73999,345.869995,345.869995,30706700,349.524994,NFLX
217,217,2018-08-13,339.890015,347.190002,312.959991,316.7799990000001,316.7799990000001,41576200,330.0749965,NFLX
218,218,2018-08-20,314.640015,359.149994,310.929993,358.820007,358.820007,63370500,335.03999350000004,NFLX
219,219,2018-08-27,367.149994,376.809998,360.0,367.679993,367.679993,53693000,368.404999,NFLX
220,220,2018-09-03,366.470001,368.880005,335.829987,348.679993,348.679993,42854000,352.354996,NFLX
221,221,2018-09-10,352.269989,374.089996,343.079987,364.559998,364.559998,35553600,358.5849915,NFLX
222,222,2018-09-17,364.220001,377.609985,349.570007,361.190002,361.190002,48061400,363.589996,NFLX
223,223,2018-09-24,359.0,383.200012,354.329987,374.130005,374.130005,44363100,368.76499950000004,NFLX
224,224,2018-10-01,375.850006,386.799988,343.0,351.350006,351.350006,45411300,364.899994,NFLX
225,225,2018-10-08,345.179993,358.720001,315.809998,339.559998,339.559998,69266500,337.26499950000004,NFLX
226,226,2018-10-15,337.630005,380.0,326.929993,332.670013,332.670013,99160500,353.4649965,NFLX
227,227,2018-10-22,333.100006,336.579987,292.299988,299.829987,299.829987,84006700,314.43998750000003,NFLX
228,228,2018-10-29,305.26001,321.880005,271.209991,309.100006,309.100006,94270900,296.54499799999996,NFLX
229,229,2018-11-05,311.100006,332.049988,298.01001,303.470001,303.470001,57826400,315.029999,NFLX
230,230,2018-11-12,300.0,303.549988,278.299988,286.209991,286.209991,59077200,290.924988,NFLX
231,231,2018-11-19,283.790009,285.089996,250.0,258.820007,258.820007,45955700,267.54499799999996,NFLX
232,232,2018-11-26,260.549988,290.809998,253.800003,286.130005,286.130005,65741000,272.3050005,NFLX
233,233,2018-12-03,293.190002,298.720001,263.380005,265.140015,265.140015,52459000,281.050003,NFLX
234,234,2018-12-10,264.190002,281.769989,260.609985,266.839996,266.839996,49200100,271.189987,NFLX
235,235,2018-12-17,266.51001,280.869995,241.289993,246.389999,246.389999,71963700,261.079994,NFLX
236,236,2018-12-24,242.0,261.910004,231.229996,256.079987,256.079987,47178300,246.57,NFLX
237,237,2018-12-31,260.160004,297.799988,256.579987,297.570007,297.570007,59473900,277.18998750000003,NFLX
238,238,2019-01-07,302.100006,341.089996,301.649994,337.589996,337.589996,80295400,321.369995,NFLX
239,239,2019-01-14,334.23999,358.850006,329.130005,339.100006,339.100006,92558500,343.9900055,NFLX
240,240,2019-01-21,334.890015,340.0,318.600006,338.049988,338.049988,53706000,329.300003,NFLX
241,241,2019-01-28,334.700012,346.839996,328.149994,339.850006,339.850006,43905100,337.494995,NFLX
242,242,2019-02-04,342.600006,360.0,338.0,347.570007,347.570007,40241600,349.0,NFLX
243,243,2019-02-11,350.0,364.399994,344.809998,356.869995,356.869995,44968700,354.604996,NFLX
244,244,2019-02-18,355.799988,366.709991,353.880005,363.019989,363.019989,28823400,360.29499799999996,NFLX
245,245,2019-02-25,367.01001,371.48999,354.690002,357.320007,357.320007,29857100,363.089996,NFLX
246,246,2019-03-04,359.720001,362.859985,342.470001,349.600006,349.600006,32681400,352.664993,NFLX
247,247,2019-03-11,352.0,364.0,350.0299990000001,361.459991,361.459991,30711900,357.01499950000004,NFLX
248,248,2019-03-18,362.470001,379.0,356.799988,361.01001,361.01001,42858600,367.899994,NFLX
249,249,2019-03-25,359.0,368.380005,349.200012,356.559998,356.559998,33059300,358.7900085,NFLX
250,250,2019-04-01,359.0,373.410004,358.51001,365.48999,365.48999,26104200,365.960007,NFLX
251,251,2019-04-08,365.109985,370.119995,349.359985,351.140015,351.140015,36811700,359.73999000000003,NFLX
252,252,2019-04-15,350.709991,368.76001,342.269989,360.350006,360.350006,53989800,355.51499950000004,NFLX
253,253,2019-04-22,359.700012,384.799988,359.0,374.850006,374.850006,40489600,371.899994,NFLX
254,254,2019-04-29,373.679993,385.98999,368.350006,385.029999,385.029999,27477600,377.16999799999996,NFLX
255,255,2019-05-06,377.690002,381.350006,352.75,361.040009,361.040009,30879700,367.050003,NFLX
256,256,2019-05-13,352.290009,364.0,341.390015,354.450012,354.450012,30886700,352.6950075,NFLX
257,257,2019-05-20,351.230011,370.459991,345.399994,354.390015,354.390015,24338700,357.9299925,NFLX
258,258,2019-05-27,354.390015,361.200012,342.920013,343.2799990000001,343.2799990000001,19407400,352.06001249999997,NFLX
259,259,2019-06-03,343.559998,365.149994,332.649994,360.869995,360.869995,29248600,348.899994,NFLX
260,260,2019-06-10,363.649994,367.100006,336.160004,339.730011,339.730011,29020000,351.630005,NFLX
261,261,2019-06-17,342.690002,361.5,342.059998,357.119995,357.119995,10744200,351.779999,NFLX
